,merchant_abn,tags1,tags2,tags3,sum(dollar_value),count(1),avg(merchant_fraud)
748,96885194635,"[lawn and garden supply outlets, including nurseries]",b,3.8,114123.62821909465,59,
749,24462154202,"[hobby, toy and game shops]",a,6.69,40947.4877426754,59,
750,54400686779,"[music shops - musical instruments, pianos, and sheet music]",a,6.44,55478.060764728136,59,
751,19894828184,"[stationery, office supplies and printing and writing paper]",a,5.97,15016.175223294676,59,
752,35475436187,[shoe shops],c,1.46,22749.497878037735,59,
753,55749740446,"[stationery, office supplies and printing and writing paper]",a,5.98,38462.4484100502,59,
754,75522897148,"[stationery, office supplies and printing and writing paper]",d,1.05,13987.540517531213,59,
755,12404803031,"[hobby, toy and game shops]",b,3.5,53724.48640617446,59,
756,25245001422,"[hobby, toy and game shops]",b,3.81,44628.56394079291,59,
757,25619276404,"[computers, computer peripheral equipment,  and software]",c,3.07,12982.178774753744,60,
758,84124629080,"[computers, computer peripheral equipment, and software]",b,3.2,25190.37012084815,60,
759,19770897283,"[books, periodicals, and newspapers]",c,2.81,20340.923277057445,60,
760,88040874613,"[antique shops - sales, repairs, and restoration services]",b,3.9,526783.5139620578,60,
761,93095540883,"[opticians, optical goods, and  eyeglasses]",b,4.39,12466.64657327688,61,
762,41081871148,"[music shops - musical instruments, pianos, and sheet music]",c,1.9,45782.8011960968,61,
763,23867882346,[shoe shops],a,5.55,23645.65609629715,61,
764,75452980559,"[computer programming , data processing, and integrated systems design services]",c,1.52,15676.164276959656,61,
765,13822969155,"[furniture, home furnishings and equipment shops, and manufacturers, except appliances]",a,6.58,14213.639635010915,61,
766,43551786225,[motor vehicle supplies and new parts],a,6.36,23979.39033874025,61,
767,22926973508,[telecom],b,3.32,215136.7658627738,61,
768,70783350473,[tent and awning shops],c,1.85,30333.47076271059,61,
769,96545108198,"[computer programming , data processing, and integrated systems design services]",b,3.63,14981.28211668133,61,
770,74882079282,[artist supply and craft shops],a,5.71,35453.97341347488,61,
771,14570580767,[artist supply and craft shops],c,2.8,46494.20615417195,62,
772,81906511933,[bicycle shops - sales and service],a,6.86,32493.427003454715,62,
773,88079931689,[artist supply and craft shops],a,5.98,46869.83634042053,62,
774,94380689142,[motor vehicle supplies and new parts],b,3.77,241562.5842277508,62,
775,85881115796,"[lawn and garden supply outlets, including nurseries]",a,5.72,54649.70520868569,62,
776,61728854460,"[computers, computer peripheral equipment, and software]",a,5.71,19216.908822217276,62,
777,33969442512,[bicycle shops - sales and service],b,3.89,45535.52534637282,62,
778,99445005261,"[florists supplies, nursery stock, and flowers]",b,4.86,21549.936856195956,62,
779,41333655501,"[books, periodicals,  and newspapers]",c,1.7,13687.333890136793,62,
780,96568074533,[tent and awning shops],b,4.46,45098.39292799637,62,
781,63710240186,[motor vehicle supplies and new parts],c,3.09,25198.303839527332,63,
782,44527459864,[art dealers and galleries],b,3.47,168550.28240571116,63,
783,72762528640,[motor vehicle supplies and new parts],c,2.25,17453.9634664503,63,
784,19468125152,[bicycle shops - sales and service],a,6.35,84115.31079214919,63,
785,76722958482,"[computers, computer peripheral equipment, and software]",a,6.88,24714.049588919264,64,
786,21667845371,[bicycle shops - sales and service],c,1.43,89993.51838200135,64,
787,53599011106,[bicycle shops - sales and service],a,6.86,32087.894037495993,64,
788,45601456298,"[music shops - musical instruments, pianos, and sheet music]",a,5.56,47261.327482496104,64,
789,25487349674,"[stationery, office supplies and printing and writing paper]",b,4.08,25779.861675843833,64,
790,32566134208,[art dealers and galleries],b,3.21,166385.55801967706,64,
791,84709480584,"[music shops - musical instruments, pianos, and sheet music]",a,6.82,48533.7731101152,64,
792,95042115737,"[books, periodicals, and newspapers]",a,5.98,33407.859663434785,65,
793,57230218402,"[stationery, office supplies and printing and writing paper]",a,6.4,16606.810528569167,65,
794,31468420954,"[computer programming , data processing, and integrated systems design services]",c,2.49,10260.20609667627,65,
795,83702983188,"[stationery, office supplies and printing and writing paper]",c,2.31,25389.638483955412,65,
796,27014190836,[art dealers and galleries],c,1.62,101635.0488834335,65,
797,61547674285,"[stationery, office supplies and printing and writing paper]",d,0.62,45301.99408802776,65,
798,83113618128,"[furniture, home furnishings and equipment shops, and manufacturers, except appliances]",b,4.66,10696.33029601521,66,
799,51906535389,[artist supply and craft shops],c,1.99,44685.43627391289,66,
800,28324185214,"[music shops - musical instruments, pianos, and sheet music]",a,6.05,34393.6073839818,66,
801,15353137412,[shoe shops],b,3.68,28122.771974810992,66,
802,16796167828,[artist supply and craft shops],c,2.71,44758.33471730023,66,
803,44780781318,[artist supply and craft shops],c,2.49,48324.786109080735,66,
804,13473158710,"[books, periodicals, and newspapers]",a,6.95,30692.957372048186,66,
805,16143938351,[telecom],a,5.63,232842.82735693784,66,
806,65027706740,"[equipment, tool, furniture, and appliance rent al and leasing]",c,2.37,203934.67554916325,66,
807,97884414539,"[antique shops - sales, repairs, and restoration services]",a,6.82,772133.6891790023,67,89.79919971536573
808,72660843393,[shoe shops],b,3.57,30162.659829362074,67,
809,93732268717,"[stationery, office supplies and printing and writing paper]",d,1.04,39677.607134233534,67,
810,59039508122,"[jewelry, watch, clock, and silverware shops]",c,3.0,812810.8354198404,67,
811,49647278647,"[hobby, toy and game shops]",b,3.67,86844.4207020477,67,
812,74061266589,"[equipment, tool, furniture, and appliance rent al and leasing]",c,2.48,251466.56213499024,67,
813,78916025936,"[florists supplies, nursery stock, and flowers]",e,0.37,21015.671086215083,67,
814,58382897215,"[florists supplies, nursery stock, and flowers]",a,5.58,22355.451514858323,68,
815,72932341819,[shoe shops],b,4.75,21135.15966040679,68,
816,11149063370,[art dealers and galleries],b,4.84,1315997.4114183316,68,53.28693336242285
817,50446282783,"[furniture, home furnishings and equipment shops, and manufacturers, except appliances]",a,6.74,10748.984425530867,68,
818,98416715677,[motor vehicle supplies and new parts],b,4.89,23214.20050039988,68,
819,31595398112,"[computers, computer peripheral equipment, and software]",b,4.77,26865.939108806873,68,
820,56191979620,[telecom],b,4.16,165541.26537068756,68,
821,85722411612,"[florists supplies, nursery stock, and flowers]",c,1.74,22614.590681169506,69,
822,42562731929,"[stationery, office supplies and printing and writing paper]",c,1.98,46411.81492707824,69,
823,44496269421,[shoe shops],c,1.52,21031.36922848658,69,
824,97197615043,"[antique shops - sales, repairs, and restoration services]",b,4.09,928514.9423824376,69,
825,48687812209,[shoe shops],c,1.55,26043.690734776334,69,
826,12840456630,"[books,  periodicals, and newspapers]",a,6.32,18756.844763793684,69,
827,13986396343,"[computers,  computer peripheral equipment, and software]",a,6.76,26030.552703334266,69,
828,55407818029,[telecom],b,4.26,243646.1744759736,69,
829,80932809713,[telecom],a,5.58,122582.31485368228,69,
830,98203593138,[motor vehicle supplies and new parts],a,6.05,87799.61194420455,69,
831,41081202656,"[stationery, office supplies and printing and writing paper]",c,1.44,15517.120755730019,69,
832,66015997670,"[hobby, toy and game shops]",c,1.78,38835.90537476032,70,
833,64609388293,[shoe shops],a,6.01,33878.177584095276,70,
834,53284532894,"[books, periodicals, and newspapers]",c,1.74,23968.48952202688,70,
835,72267722034,"[computer programming , data processing, and integrated systems design services]",c,2.6,23026.990938613577,70,
836,11134994590,"[jewelry, watch, clock, and silverware shops]",c,2.41,475823.2395871014,70,
837,95276443363,"[music shops - musical instruments,  pianos, and sheet music]",b,3.81,20655.62868558684,70,
838,29524720064,"[equipment, tool, furniture, and appliance rent al and leasing]",b,3.29,180776.73951065404,70,
839,22191978114,[artist supply and craft shops],c,2.38,43854.50658817704,70,
840,26500650326,"[computers, computer peripheral equipment, and software]",b,4.91,48083.4970526671,70,
841,10922217544,"[watch, clock, and jewelry repair shops]",c,1.68,11127.073530938136,70,
842,72758063852,[telecom],a,5.63,221485.6743262333,70,
843,87453687431,"[lawn and garden supply outlets, including nurseries]",b,3.26,49582.04603410709,70,
844,53415858879,[telecom],a,6.47,150019.55603291187,71,
845,18355044772,[tent and awning shops],b,4.35,37347.60675686429,71,
846,68889885215,"[books, periodicals, and newspapers]",c,2.21,12811.341480841447,71,
847,63491526748,"[computer programming , data processing, and integrated systems design services]",a,6.74,12955.73425940526,71,
848,42724910979,[motor  vehicle supplies and new parts],b,3.93,242993.58290816395,71,
849,79100970961,"[antique shops - sales, repairs, and restoration services]",b,4.8,1179321.7136975033,71,67.1177397510102
850,12374632228,"[hobby, toy and game shops]",c,2.88,111374.27453022062,72,
851,10651113986,[tent and awning shops],b,3.25,48054.37038696266,72,
852,69726000438,"[books, periodicals, and newspapers]",c,2.67,17263.191719283812,72,
853,24451148103,"[books, periodicals, and newspapers]",b,4.37,29945.729641645547,72,
854,85449177396,[telecom],a,5.65,126178.64845245195,72,
855,13631004035,"[music shops - musical instruments, pianos, and sheet music]",b,3.54,42191.37733115247,72,
856,73973714129,[telecom],e,0.16,241046.4175544249,72,
857,31570712230,[health and beauty spas],a,6.44,10187.969786614745,73,
858,76844649719,"[lawn and garden supply outlets, including nurseries]",a,6.77,87899.56084539028,73,
859,48807515867,"[computers, computer peripheral equipment, and software]",b,3.8,36427.632430176454,73,
860,87566366459,[health and beauty spas],c,2.72,17403.067590205053,73,
861,28490495118,[art dealers and galleries],b,5.08,132766.73453414245,73,
862,25963848680,"[opticians,  optical goods, and eyeglasses]",a,6.86,10083.02879591483,74,
863,94793419942,"[stationery, office supplies and printing and writing paper]",c,1.84,29720.453373891945,74,
864,19848020292,[health and beauty spas],a,6.34,37143.33382260618,74,
865,10385163239,"[florists supplies, nursery stock, and flowers]",a,6.61,25193.463105449722,74,
866,69381712591,"[florists supplies, nursery stock, and flowers]",a,5.95,15847.310516299336,74,
867,25499263184,"[books, periodicals, and newspapers]",a,6.14,38221.16082499565,74,
868,24155164444,[health and beauty spas],a,5.91,37603.43735876505,74,
869,39656540901,[health and beauty spas],a,6.26,34751.71148691682,74,
870,62499158977,"[florists supplies, nursery stock, and flowers]",a,5.7,23133.414143745948,74,
871,52746698475,"[opticians, optical goods, and eyeglasses]",b,3.83,33302.838019211646,75,
872,35575706403,"[antique shops - sales, repairs, and restoration services]",b,3.46,870494.8327536081,75,91.09606847149965
873,65739256790,[artist supply and craft shops],c,3.01,25255.911518325738,75,
874,91584444262,[tent and awning shops],a,6.04,55270.69400147276,75,
875,76191648069,[motor vehicle supplies and new parts],c,1.58,115369.21256624917,75,
876,16334864366,[motor vehicle supplies and new parts],b,4.79,13150.584157046309,75,
877,10463252268,[artist supply and craft shops],a,6.61,40820.14872246029,75,
878,63735907565,[bicycle shops - sales and service],c,1.55,58292.82145800707,75,
879,16178821827,"[equipment, tool, furniture, and appliance rent al and leasing]",b,4.83,173467.0467663748,76,
880,52655785808,"[computer programming , data processing, and integrated systems design services]",a,6.33,22828.241768722535,76,
881,13611382586,"[computer programming , data processing, and integrated systems design services]",a,6.34,18847.58452837459,76,
882,24147681440,[health and beauty spas],b,3.44,39138.48815903137,76,
883,82814082077,[health and beauty spas],b,5.02,29693.724500908953,76,
884,19757865821,[health and beauty spas],a,5.76,45444.50096815666,76,
885,14675858680,"[stationery, office supplies and printing and writing paper]",b,3.83,36474.52217869982,76,
886,26945291705,"[florists supplies, nursery stock, and flowers]",a,6.47,25736.61387241848,76,
887,97598804219,[art dealers and galleries],c,1.89,130558.36905399362,76,
888,92068365770,[health and beauty spas],c,2.77,15541.61471996059,76,
889,93320824983,"[books, periodicals, and newspapers]",b,4.06,29711.770196648235,77,
890,23812847062,"[jewelry, watch, clock, and silverware shops]",b,3.98,820718.9833628542,77,
891,80821603856,"[computers, computer peripheral equipment, and software]",a,5.63,15020.26123366829,77,
892,23078969912,"[furniture, home furnishings and equipment shops, and manufacturers, except appliances]",a,6.42,242011.37032488128,77,
893,29624063484,[artist supply and craft shops],a,5.83,68263.65702064625,77,
894,71063445046,[tent and awning shops],b,3.45,37571.58326611319,77,
895,22552769838,"[florists supplies, nursery stock, and flowers]",a,6.08,25708.578726507774,77,
896,57508813253,"[florists supplies, nursery stock, and flowers]",c,1.92,32836.09722394524,77,
897,17476208631,[art dealers and galleries],b,4.27,218699.3370712426,78,
898,40819329493,"[antique shops - sales, repairs, and restoration services]",b,4.33,16707.015518958648,78,
899,28562620525,"[music shops - musical instruments, pianos, and sheet music]",a,5.54,41724.83346585572,78,
900,83878213821,"[equipment, tool, furniture, and appliance rent al and leasing]",c,1.82,238676.1664648062,78,
901,73649365788,[shoe shops],b,3.22,33968.90337546073,78,
902,32594843603,[motor vehicle supplies and new parts],c,1.71,31223.099256525646,78,
903,74845501802,[bicycle shops - sales and service],b,3.92,38745.532790314166,78,
904,58380745308,[health and beauty spas],b,4.28,25863.246717522612,79,
905,86889657711,"[jewelry, watch, clock, and silverware shops]",b,4.65,1203593.9098939514,79,63.21222581102351
906,98121323050,[shoe shops],b,3.22,29041.8027698748,79,
907,43065448760,"[computers, computer peripheral equipment, and software]",a,5.66,43139.34298580081,79,
908,21498909695,"[computer programming , data processing, and integrated systems design services]",a,6.72,17265.973606333315,79,
909,22792191490,[artist supply and craft shops],c,2.93,69195.90061431966,79,
910,37927728172,"[computers, computer peripheral equipment, and software]",a,5.69,50115.77918869959,79,
911,72286618594,"[equipment, tool, furniture, and appliance rent al and leasing]",c,2.7,179337.36695688745,79,
912,12497320096,"[watch, clock, and jewelry repair shops]",a,6.3,12136.243383981195,79,
913,87451351990,"[opticians, optical goods, and eyeglasses]",b,3.87,10977.500653943385,79,
914,35246778333,"[books, periodicals, and newspapers]",b,4.94,37442.93270130685,79,
915,14955471775,"[opticians, optical goods, and eyeglasses]",b,4.95,29166.884814478806,80,
916,74275445911,"[lawn and garden supply outlets, including nurseries]",c,2.61,127934.53307534484,80,
917,73753317382,"[music shops - musical instruments, pianos, and sheet music]",c,1.74,55907.12681254756,80,
918,60196678179,"[stationery, office supplies and printing and writing paper]",d,0.9,18062.254509761242,80,
919,44674493330,"[music shops - musical instruments, pianos, and sheet music]",a,6.4,37002.06456019595,80,
920,12037481016,"[opticians, optical goods, and eyeglasses]",a,5.99,28653.465759767507,80,
921,12476477880,"[books, periodicals, and newspapers]",b,3.73,21331.307609134452,81,
922,79306976993,"[hobby, toy and game shops]",a,6.87,171322.7622258156,81,
923,22615718811,"[florists supplies, nursery stock, and flowers]",a,6.63,16330.91288108388,81,
924,13945345356,"[furniture, home furnishings and equipment shops, and manufacturers, except appliances]",a,5.77,229498.84924579563,81,
925,37440780757,"[lawn and garden supply outlets, including nurseries]",c,3.01,42654.67802880335,81,
926,51479541036,[telecom],c,2.7,358534.2263248363,81,
927,76351957431,[shoe shops],a,6.2,28166.012072691523,81,
928,51525959170,"[music shops - musical instruments, pianos, and sheet music]",b,4.11,40334.7400311965,81,
929,85730774549,[health and beauty spas],c,1.64,33628.70936006344,81,
930,50142652861,[health and beauty spas],c,2.69,19118.28148749833,81,
931,14666015798,"[music shops - musical instruments, pianos, and sheet music]",a,6.98,49159.31145693038,81,
932,20131680113,"[furniture, home furnishings and equipment shops, and manufacturers, except appliances]",b,3.26,21394.49603085477,81,
933,37802138328,"[computer programming , data processing, and integrated systems design services]",a,5.96,10539.226685287493,82,
934,52618285087,"[hobby, toy and game shops]",b,3.87,79472.99766302771,82,
935,59873499253,"[watch, clock, and jewelry repair shops]",b,4.85,10197.210888644024,82,
936,47436492987,[tent and awning shops],b,3.1,41320.26298303532,82,
937,29839336901,[shoe shops],b,4.54,20660.32711692186,82,
938,54089653894,[shoe shops],a,6.0,36286.587657060525,82,
939,45636462354,"[lawn and garden supply outlets, including nurseries]",a,6.32,87090.17015329291,82,
940,86670100004,"[florists supplies, nursery stock, and flowers]",b,4.6,38614.207256456684,83,
941,75547072158,"[computer programming , data processing, and integrated systems design services]",b,4.52,26203.251906028832,83,
942,65345485504,"[cable, satellite, and other pay television and radio services]",b,4.25,13031.0,83,
943,79825619910,"[stationery, office supplies and printing and writing paper]",a,6.64,35557.42302482702,83,
944,61910841091,"[antique shops - sales, repairs, and restoration services]",a,6.13,769192.9284444996,83,
945,86899611571,"[stationery, office supplies and printing and writing paper]",b,3.74,39399.446735333855,84,
946,16432242544,"[hobby, toy and game shops]",b,4.08,56887.391957793174,84,
947,82627733660,[artist supply and craft shops],b,3.8,39512.73002468921,84,
948,46916077029,"[antique shops - sales, repairs, and restoration services]",a,6.8,1145815.8374348532,84,
949,93560646170,[shoe shops],a,6.35,42652.254172404064,84,
950,71703054238,"[furniture, home furnishings and equipment shops, and manufacturers, except appliances]",a,5.5,14994.207511362732,84,
951,86081102504,[motor vehicle supplies and new parts],a,5.95,103600.61547068458,84,
952,42399949944,"[books, periodicals, and newspapers]",b,4.08,12153.716904547791,85,
953,72677672233,"[books, periodicals, and newspapers]",a,6.94,13148.539199892317,85,
954,63419471661,"[equipment, tool, furniture, and appliance rent al and leasing]",b,5.07,225403.19550907123,85,
955,34444004774,"[stationery, office supplies and printing and writing paper]",a,6.01,23273.510433848085,85,
956,60963420870,"[stationery, office supplies and printing and writing paper]",b,4.17,42142.73700030668,85,
957,58495294020,"[jewelry, watch, clock, and silverware shops]",b,3.98,1302457.8544395312,85,
958,53367901558,"[computers, computer peripheral equipment, and software]",a,6.49,33875.93037480971,85,
959,76235641670,[artist supply and craft shops],b,4.47,25653.228029421345,85,
960,73266193202,[health and beauty spas],b,4.86,45610.34854620385,86,
961,53042661217,"[computer programming , data processing, and integrated systems design services]",b,3.44,18861.413559344546,86,
962,60714620509,[health and beauty spas],a,5.74,27294.097999588488,86,
963,28504709344,[shoe shops],e,0.47,29872.31034566933,86,
964,83878211395,[tent and awning shops],b,4.32,96214.2734491416,86,
965,52375327397,"[watch, clock, and jewelry repair shops]",a,6.02,12917.951994942803,86,
966,93156930881,"[computers, computer peripheral equipment, and software]",b,3.46,52925.719626701415,87,
967,79355626551,"[computers, computer peripheral equipment, and software]",b,3.55,42846.699125745195,87,
968,35176289951,"[computer programming , data processing, and integrated systems design services]",c,2.8,25944.619144806038,87,
969,97217894162,"[antique shops - sales, repairs, and restoration services]",a,6.73,1176979.6992916728,87,34.94582650821017
970,59417171491,"[equipment, tool, furniture, and appliance rent al and leasing]",b,3.28,208968.65430933906,87,
971,83808438024,"[computers, computer peripheral equipment, and software]",b,4.42,35748.48021002078,87,
972,16941018799,"[stationery, office supplies and printing and writing paper]",c,1.68,40899.17011495195,88,
973,17189523131,"[stationery, office supplies and printing and writing paper]",c,1.59,29201.293983633834,88,
974,39354007155,[shoe shops],b,5.07,35629.90218768197,88,
975,77617184086,[health and beauty spas],d,1.05,35333.89026000223,88,
976,48817595168,"[hobby, toy and game shops]",a,5.55,141428.69205407784,88,
977,62854571289,"[antique shops - sales, repairs, and restoration services]",c,2.72,755010.6511091267,88,
978,67220823151,[health and beauty spas],b,3.97,35006.39788173179,89,
979,74990074874,"[opticians, optical goods, and eyeglasses]",c,2.74,30458.424806665695,89,
980,35260204943,[art dealers and galleries],c,1.43,238389.42220208055,89,
981,47407563525,"[equipment, tool, furniture, and appliance rent al and leasing]",b,5.06,106220.96920427117,90,
982,44345785419,"[jewelry, watch, clock, and silverware shops]",a,6.07,1378910.070368628,90,
983,18923178136,"[stationery, office supplies and printing and writing paper]",d,0.91,46288.27977959122,90,
984,63275985428,"[florists supplies, nursery stock, and flowers]",a,6.22,35918.1454601211,90,
985,75517762890,"[opticians, optical goods, and eyeglasses]",a,5.72,38309.3349967915,90,
986,70356719692,"[books, periodicals, and newspapers]",b,3.65,15031.926696731436,91,
987,31068797937,"[hobby, toy and game shops]",c,2.34,153039.77308469955,91,
988,70754621933,[telecom],c,1.98,236100.27949655283,91,
989,11208869091,"[hobby, toy and game shops]",a,6.48,95991.52203827455,91,
990,61675439608,[art dealers and galleries],c,2.97,212315.78269028582,91,
991,34178940059,[artist supply and craft shops],c,1.46,76588.77003922679,91,
992,39759375662,"[books, periodicals, and newspapers]",a,6.96,41912.668676721354,91,
993,48666632255,"[florists supplies, nursery stock, and flowers]",e,0.42,37519.14628042657,92,
994,82949994030,"[furniture, home furnishings and equipment shops, and manufacturers, except appliances]",a,6.23,19380.104678517448,92,
995,88106318416,"[antique shops - sales, repairs, and restoration services]",c,2.2,17778.373827507916,92,
996,59969380468,"[music shops - musical  instruments, pianos, and sheet music]",b,4.18,43127.69678468341,92,
997,26080015717,"[equipment, tool, furniture, and appliance rent al and leasing]",a,5.66,108184.1526882853,92,
998,66069111675,[art dealers and galleries],a,6.1,158202.78279912678,92,
999,42330360779,[shoe shops],b,4.35,38448.046290601415,92,
1000,51589191140,[artist supply and craft shops],c,1.59,50945.95248724974,93,
1001,56014638362,"[florists supplies, nursery stock, and flowers]",a,6.84,34600.71183718783,93,
1002,89175693833,"[stationery, office supplies and printing and writing paper]",b,4.24,34679.70936243367,93,
1003,30429611528,"[equipment, tool, furniture, and appliance rent  al and leasing]",c,2.81,240669.9048045823,93,
1004,75475698329,"[computers, computer peripheral equipment, and software]",a,6.18,34496.754884083624,93,
1005,55193751157,"[equipment, tool, furniture, and appliance rent al and leasing]",a,5.66,170684.10329219798,93,
1006,17541067926,"[books, periodicals, and newspapers]",a,5.8,30721.679443381792,93,
1007,14522297874,"[books, periodicals, and  newspapers]",b,3.13,33650.52291986126,93,
1008,29956692423,"[lawn and garden supply outlets, including nurseries]",a,6.49,182056.28522391032,93,
1009,78207255639,"[furniture, home furnishings and equipment shops, and manufacturers, except appliances]",c,2.55,18590.633678057173,93,
1010,72058040180,"[antique shops - sales, repairs, and restoration services]",a,6.77,1320490.3412183248,93,33.71875978884334
1011,62241198510,"[opticians, optical goods, and eyeglasses]",b,5.0,32189.47976210636,94,
1012,45247456727,[artist supply and craft shops],c,2.89,24895.74559453728,94,
1013,31840064969,"[opticians, optical goods, and eyeglasses]",c,2.71,32132.297197159744,94,
1014,68840051984,"[hobby, toy and game shops]",a,6.01,70298.2782841766,94,
1015,78118727544,"[antique shops - sales, repairs, and restoration services]",a,6.53,980614.5439558874,94,
1016,69058858940,"[music shops - musical instruments, pianos, and sheet music]",a,5.85,63912.7015158922,94,
1017,24976666868,"[hobby, toy and game shops]",a,5.76,188392.659741781,94,
1018,31759308958,[bicycle shops - sales and service],a,6.84,93930.49667738356,95,
1019,37322527524,[artist supply and craft shops],c,1.88,34551.13566563365,95,
1020,33783846300,"[watch, clock, and jewelry repair shops]",a,5.57,16356.79701973864,95,
1021,63862862264,[motor vehicle supplies and new parts],a,5.74,28976.21995180503,95,
1022,65741331791,"[digital goods: books, movies, music]",b,4.22,10587.821377264838,96,
1023,56482885504,"[digital goods: books, movies, music]",c,2.58,10500.667264235284,96,
1024,46358962964,"[books, periodicals, and  newspapers]",c,2.65,47923.95000068528,96,
1025,99272161508,"[hobby, toy and game shops]",a,5.62,147058.186799443,96,
1026,41528904756,"[florists supplies, nursery stock, and flowers]",b,3.61,41204.76221619981,96,
1027,70344541271,"[furniture, home furnishings and equipment shops, and manufacturers, except appliances]",a,5.71,105936.56988315265,96,
1028,24992522061,"[lawn and garden supply outlets, including nurseries]",a,6.05,20772.66333630624,96,
1029,66228393506,"[jewelry, watch, clock, and silverware shops]",c,1.92,1168754.3923035737,97,
1030,60061618643,"[computer programming , data processing, and integrated systems design services]",a,6.94,11264.70414155308,97,
1031,93977601095,[tent and awning shops],a,5.52,70260.0835600095,97,
1032,91363040650,"[stationery, office supplies and printing and writing paper]",c,2.17,47572.317575776586,97,
1033,98006646106,[bicycle shops - sales and service],a,5.65,148410.15462621208,97,
1034,97465686404,"[computer programming , data processing, and integrated systems design services]",c,2.42,20883.033450862637,97,
1035,30140204602,"[computer programming , data processing, and integrated systems design services]",a,6.47,23884.515858358584,97,
1036,39247174689,"[florists supplies, nursery stock, and flowers]",c,2.51,38000.77412798526,98,
1037,92374002696,"[florists supplies, nursery stock, and flowers]",a,5.7,44693.35847101759,98,
1038,48421784228,"[equipment, tool, furniture, and appliance rent al and leasing]",a,6.86,215519.35160534387,98,
1039,10854978569,"[computers, computer peripheral equipment, and software]",b,4.23,32571.846147107994,98,
1040,74752814665,[bicycle shops - sales and service],c,1.74,44594.03776243295,98,
1041,12353567572,"[cable,  satellite, and other pay television and radio services]",c,2.35,15543.0,99,
1042,36002228596,[artist supply and craft shops],b,3.63,72039.3482281249,99,
1043,87915290368,[art dealers and galleries],b,3.14,297692.67630720366,99,
1044,93351929638,"[computer programming , data processing, and integrated systems design services]",c,1.42,255951.51655546093,99,
1045,98400051901,[telecom],c,2.95,363337.0297247524,99,
1046,98336281865,"[music shops - musical instruments, pianos, and sheet music]",a,5.8,32221.11690295691,99,
1047,52129470223,"[stationery, office supplies and printing and writing paper]",b,3.3,34268.00512862383,99,
1048,11848576000,"[hobby, toy and game shops]",c,1.57,205246.8709189019,99,
1049,86596364671,"[lawn and garden supply outlets, including nurseries]",b,4.53,20178.682467241357,99,
1050,90920473693,[artist supply and craft shops],b,4.79,41643.61742289688,99,
1051,60421951083,[bicycle shops - sales and service],b,4.92,45697.68515511159,99,
1052,21156812402,"[opticians, optical goods, and eyeglasses]",a,6.73,35661.14430806787,100,
1053,77370079637,"[books, periodicals, and newspapers]",b,3.12,36491.481751629726,100,
1054,61968317984,[motor vehicle supplies and new parts],e,0.4,26310.802463036904,100,
1055,40916035557,"[stationery, office supplies and printing and writing paper]",c,2.61,38361.35544716619,101,
1056,45344861464,"[stationery, office supplies and printing and writing paper]",b,4.0,36514.28620368524,101,
1057,73376110977,[telecom],c,2.6,199116.79192535102,101,
1058,44010826572,"[lawn and garden supply outlets, including nurseries]",b,4.13,16404.988741711826,101,
1059,71640437036,"[furniture, home furnishings and equipment shops, and manufacturers,  except appliances]",a,5.81,138751.60265669378,101,
1060,65401793264,"[music shops - musical instruments, pianos, and sheet music]",b,3.78,47471.75034320413,102,
1061,54528548574,[health and beauty spas],c,2.13,20062.561987008383,102,
1062,76934435529,"[computers, computer peripheral equipment, and software]",a,5.89,21158.317824666337,102,
1063,62711420968,"[gift, card, novelty, and souvenir shops]",b,3.86,11099.118536676671,102,
1064,32493270774,"[jewelry, watch, clock, and silverware shops]",b,3.33,749458.5309274878,102,
1065,31029589578,"[gift, card, novelty, and souvenir shops]",c,2.75,11933.916729488446,102,
1066,33790986203,"[music shops - musical instruments, pianos, and sheet music]",a,6.04,35450.4434647759,102,
1067,31238575689,"[computers, computer peripheral equipment, and  software]",a,6.68,52795.9723540854,102,
1068,41334628518,"[florists supplies, nursery stock, and flowers]",b,3.68,23821.546890833528,102,
1069,94449176518,"[florists supplies, nursery stock, and flowers]",c,2.78,15058.597830474966,103,
1070,10596295795,"[jewelry, watch, clock, and silverware shops]",a,6.84,1213591.2654504052,103,
1071,49837617638,"[equipment, tool, furniture, and appliance rent al and leasing]",b,3.84,131572.85505720347,103,
1072,64185141673,[artist supply  and craft shops],a,5.77,34292.08782530978,103,
1073,59614227972,"[lawn and garden supply outlets, including nurseries]",b,3.72,121935.1914481273,103,
1074,84056759251,"[stationery, office supplies and printing and writing paper]",d,1.21,36992.17254574859,103,
1075,81471697088,[shoe shops],a,6.39,36499.93034271569,104,
1076,55878420190,[tent and awning shops],b,3.12,86944.65012517705,104,
1077,70561019208,"[computers, computer peripheral equipment, and software]",c,3.0,35379.595655886835,104,
1078,70067721091,"[florists supplies, nursery stock, and flowers]",a,6.67,22631.629389632257,104,
1079,68581310909,"[florists supplies, nursery stock,  and flowers]",a,5.99,50071.325091400045,104,
1080,96550897244,"[computers, computer peripheral equipment, and software]",c,3.07,30918.24383490316,105,
1081,97164071366,"[computer programming , data processing, and integrated systems design services]",c,2.4,16061.253422181733,105,
1082,34768249497,"[opticians, optical goods, and eyeglasses]",c,1.57,12040.82446020098,105,
1083,22629400849,"[computers, computer peripheral equipment, and software]",b,3.55,30823.270564124065,105,
1084,45558962649,"[books, periodicals, and newspapers]",a,6.89,28720.291807922884,106,
1085,45367256033,[motor vehicle supplies and new parts],b,4.01,42470.903733265055,107,
